ApplyLink,Company,Description,Jobtype,Location,Logo,Skill,Title
https://www.careerbuilder.com/job/J3T1SF781JBDZSQWKJX?ipath=CRJR6,Driveline Retail,"Do you want to work, but wish you had some flexibility in when you did your work? We are currently hiring people like you to join our team of over 15,000 Retail Merchandisers that offer our customers the ability to reach almost every retail location in the United States and its territories.Driveline is proud to be one of the largest fully W-2 merchandising employers in the country. Industry leading software allows our merchandisers to choose the projects that fit them. Most projects allow for “week of scheduling.” This means that you pick the day and time that works for your schedule. Available assignments range in length from 15 minutes to multi day.

•        Read and acknowledge all scheduled plans prior to plan start date

•        Review all plan materials prior to conducting merchandising activities

•        Visit and complete work on the scheduled date of each plan

•        Take plans, eReporting worksheets, and all other applicable materials on every scheduled store visit

•        Restock merchandise

•        Build displays

•        Audit stock

•        Photograph displays

•        Report store visit and activity the same day as the visit

•        Return any paperwork or materials as indicated in the plan

•        Develop and maintain a positive working relationship with key store personnel

•        Utilize company provided hand-held device for retail data collection

•        Other Duties as assigned
Think you're the perfect candidate?
Think you're the perfect candidate?1-2 years merchandising or retail experience preferredMust have reliable transportation (Bike, Car, Public Transportation)Outstanding customer service skillsHave an internet-based gadget to share your accomplishments and photos with our customerAbility to work both independently and as part of a teamAbility to read standard plan-o-grams and execute merchandise resetsAbility to lift up to 30 pounds and bend/stoop/stand for more than 45 minutesAbility to maintain a professional experienceExceptional interpersonal communication skills",Part-Time,"Pagosa Springs, CO",https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default4-2f7ce52a07392fe81b1f18d06df6e62b632c9488b16d620bbc81654c18edb2fd.png,#Displaying (Exhibition)#Retailing#Merchandising#Customer Service#Communication,Retail Merchandiser
https://www.careerbuilder.com/job/J3T8BZ687CSZ5H2W7P5?ipath=CRJR22,Core Group Resources,"  Field Hydrographer  Work from HomeThe successful candidate will have 3+ years’ experience conducting and or supervising hydrographic projects. 
Think you're the perfect candidate?


	
		
			
			
			
			
			
			
		
		
			
			
			
			
			
			
		
	
For more information please contact Neal Duncan!
[ Email address blocked ] - 
Think you're the perfect candidate?3+ years’ experienceAutoCAD or GISMust be a US Citizen or Green card holder onlyField position must be willing to travel domestically and internationally",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default4-2f7ce52a07392fe81b1f18d06df6e62b632c9488b16d620bbc81654c18edb2fd.png,#Geographic Information Systems#Hydrography#Auto Cad,Field Hydrographer
https://www.careerbuilder.com/job/J3S3NH6LDPXT7F2X6FK?ipath=CRJR23,Core Group Resources,"Core Group Resources (www.coregroupresources.com) is the Americas leading maritime & offshore recruitment company. Founded by a licensed mariner who has offshore experience, Core Group Resources expertise is unmatched in the marine offshore market for executive search, staffing, and expertise identification. For more information contact us  Geophysical Field Project Manager Field / Remote / OfficeThe successful candidate will have five plus years of marine survey experience along with Project Management / Party Chief experience. The job requires you to plan field survey projects, manage the field survey logistics and manage the field surveyors during the project.  They will also be able to provide QA/QC of collected data.  The selected candidate will not require relocation and can work from home or in the office during planning and future data processing phase.  #LI-ND1
For more information please contact Neal Duncan!
[ Email address blocked ] - 
Think you're the perfect candidate?. We are currently in the market for the following:


	
		
			
			
			
			
			
			
		
		
			
			
			
			
			
			
		
	

 
Think you're the perfect candidate?Bachelor’s degree or higher in Geology, Geophysics, or Oceanography5+ years’ experience in marine survey and geophysical data acquisition systems and software Experience with GIS and AutoCADMust have knowledge of software package QINSy, HYPACK, SonarWiz etcAbility to write reports / process & interpret dataNo Visa Sponsorship. Must be US citizen, Permanent Resident, Green Card Holder or have a valid H1B Visa.Ability to work from home anywhere in the Continental USAAbility to work offshore",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default5-8e8a7d2224a22a7f1fe290c8d9116f74cce0e7e9956afcdfbb765cb094b270f2.png,#Oceanography#Geophysics#Geology#Product Quality Assurance#Software Quality Assurance (Sqa),Geophysical Field Project Manager
https://www.careerbuilder.com/job/J3V1JH6TH8GQ1D1VMPY?ipath=CRJR4,AEG Vision,"Opticians are responsible for selling eyewear and eyewear accessories to patients. They ensure patients are fitted with the right-size frames that fit their needs and lifestyle and dispense lenses with correct prescription and measurements. Opticians are at the heart of our business. Their technical and customer service skills ensure patient satisfaction and repeat business.
Think you're the perfect candidate?
Think you're the perfect candidate?Delivers extraordinary experience to each and every patient. Provides patients with a complete understanding of our customized recommendations for products and services.Develops own clientele from providing outstanding service and obtaining referrals.Keeps current on company/industry products and procedures, manufacturer rebates, and types of lenses and frames available.Takes and returns patient calls, updating patients on the status of their order and resolving order issues should they arise. Escalates any issues with the Store Manager, as necessary.Retrieves patient charts and electronic health records.Assists patients in selecting frames, lens type, and lens treatments including tints and coatings; depending on specific patient needs and facial measurements.Educates patients on proper eyeglass and contact lens care.Collect eye and face measurements to ensure proper fit.Interprets prescriptions written by optometrist and ophthalmologist.Creates work orders for lab technicians, specifying information on lenses needed.Follows-up on all pending orders. Verifies all orders are within the time guidelines given and informs patients of status if delays occur. Notifies patient when orders arrive from lab/manufacturer.Dispenses glasses by inspecting the product, checking for proper fit, adjusting if necessary, and asking for feedback.Adjusts eyewear to ensure visual acuity, proper fit, and patient comfort. Using various tools, performs eyewear adjustments and repairs.Proficient in using tools such as pupilometers, PD Sticks, lensometers, pliers, wrenches, frame warmers, etc.Regularly communicates with technicians and/or store managers, providing additional patient information, or asking for an order status.Inspects the final product ensuring there are no flaws; Cleans and polishes lenses using cloths and solvents.Cleans and organizes frame boards, displays, mirrors, work bench, office area, bathroom, and breakroom, maintaining overall cleanliness and visual appeal of the store.Restocks retail boards with new merchandize.Understands product issues and analyzes any problems. Thoroughly and accurately answers patients' questions regarding insurance, warranty, products, materials, services, pricing, upgrades, promotions, etc.Collaborates with technicians, front desk associates, Managers, and Optometrist.Sells miscellaneous products such as cleaners, contact lens supply, sunglasses, safety glasses, etc.",Full-Time,"Pagosa Springs, CO",https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default2-bd8c6d17bb86a865779a69ea7731fd5bb86183b048a23de8a664038f54eba104.png,#Retailing#Displaying (Exhibition)#Optometry#Pliers#Wrench#Visual Acuity,Optician
https://www.careerbuilder.com/job/J3W5895Y24DYVS3BQ0J?ipath=CRJR24,DLH,"DLH Holdings Corp. is a provider of technology-enabled business process outsourcing and program management solutions, primarily to improve and better deploy large-scale federal health and human service initiatives. The Company derives 99% of its revenue from agencies of the Federal government, providing services to several agencies including the Department of Veteran Affairs (""VA""), Department of Health and Human Services (""HHS""), and the Department of Defense (""DoD""). Incorporated in New Jersey in 1969, the Company primarily contracts with its government customers through its subsidiaries DLH Solutions, Inc. (“DLH Solutions”), Danya International, LLC (“Danya”), and Social & Scientific Systems, Inc. (“S3”).The Sr. Pricing Analyst will be an integral member of the capture / proposal team assisting in the development of the pricing strategy, identifying risks and interpreting solicitation requirements.  The Sr. Pricing Analyst is responsible for ensuring that proposals are developed in accordance with FAR and customer requirements and supports cost proposals from receipt of the RFP through negotiations of the contract. The role and work environment are highly collaborative with a great deal of interface across departments and functions, as well as high-exposure to executive leadership.  This effort includes the following:This job may be performed from any of our corporate locations:Atlanta, GADurham, NCSilver Spring, MD
Think you're the perfect candidate?
Think you're the perfect candidate?Review and analyze RFP, SOW, and technical solution data to determine factors that affect priceCollect and evaluate functional inputs assuring that all requirements are proposed appropriately and are compliant with the RFPAct as Cost Volume lead and internal/external point of contactCreate comprehensive, summarized pricing packages for management reviewsParticipate in pricing review with upper management and coordinate with senior staff to determine pricing structure, & strategySupport financial business case and risk assessmentsCollaborate on the determination of cost proposal policies, standards, and proceduresPerform Price-to-Win analyses using both top-down and bottoms-up PTW methods to perform pricing and labor rate analyses on competitive procurements; major markets include both gov’t and healthcareWork closely with Capture Managers to incorporate PTW outputs into capture and bid strategiesBachelor’s degree in Finance, Management, Business Administration, or related field7+ years related work experience (depending on industry and relevance), US Government contracting highly preferredProficiency in Microsoft ExcelStrong written and oral communicationAbility to build relationships and work cross-functionally with business partnersExcellent organizational skills and attention to detailProven ability to work under short deadlines and multi-taskBachelor’s degree in Finance, Management, Business Administration, or related field",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default4-2f7ce52a07392fe81b1f18d06df6e62b632c9488b16d620bbc81654c18edb2fd.png,#Coordinating#Finance#Request For Proposal#Proposal (Business)#Health Care#Business Administration,Senior Pricing Analyst
https://www.careerbuilder.com/job/J3M53H5YQFDNM2ZZQDQ?ipath=CRJR5,AEG Vision,"Patient Care Coordinators are responsible for providing exceptional service by welcoming our patients and ensuring all check-in and checkout processes are completed.
Think you're the perfect candidate?
Think you're the perfect candidate?Acknowledge and greets patients, customer, and vendors as they walk into the store, in a friendly and welcoming mannerAnswers and responds to telephone inquiries in a professional and timely mannerSchedules appointmentsGathers patients and insurance informationVerifies and enters patient demographics into EMR ensuring all fields are completeVerifies vision and medical insurance information and enters into EMRMaintains a clear understanding of insurance plans and is able to communicate insurance information to the patientsPulls schedules to ensure insurance eligibility prior to patient appointment and ensures files are completePrepare insurance claims and run reports to ensure all charges are billed and filedPrint and prepare forms for patients visitCollects and documents all charges, co-pays and payments into EMRAllocates balances to insurance as neededMaintains a clean workspace at all timesPractices economy in the use of _me, equipment and suppliesPerforms other duties as needed and as assigned by manager",Full-Time,"Pagosa Springs, CO",https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default1-7df719a90b0e2258adfb41fbed2276da603bf1204f7b44d20bcd874c2e3f2c63.png,#Health Insurance#Claims#Scheduling,Patient Care Coordinator
https://www.careerbuilder.com/job/J3M49078VYBY9SSBVFZ?ipath=CRJR3,AEG Vision,"Doctor's Assistants work in conjunction with the doctors to perform activities involving patient care, pre-testing, post-exam duties, FDT testing and maintain the doctors appointment schedule in a manner that delivers a professional, pleasurable patient experience.
Think you're the perfect candidate?
Think you're the perfect candidate?Performs preliminary evaluation of patients prior to exam by the OD, such as dilation, topicals, diagnostic medications, etc.Perform verbal interview with patient prior to visit with OD to determine medical issues and reasons for their visit for communication to OD prior to appointmentAssists OD's to care for patients in a timely, effective manner, as closely to appointed schedule as possibleInstruct patients on medical care as prescribed by the doctor's treatment plan and schedules follow up appointments as neededDiscusses Lasik with patients and identifies patients interested in Lasik by reviewing patient information formsSchedules referral appointments with Ophthalmologists, Crown Diagnostic, Laser Center and completes appropriate paperworkRecords and maintains patient records / files in compliance with company, federal, and state policies (HIPAA)Respond to patient's telephone inquiries regarding medication, treatment, problems referring to the OD as necessaryIdentifies candidates for FDT testing per company standards of careCompletes proper coding of procedures for payment collectionParticipates in store meetings / projects as requestedEnsures that maximum OD utilization occurs thru pre-appointment confirmation, daily appointment confirmation, contacting patients from recall listings, partnership with the manager's outreach, etc. (in an office without a PCC)Calls all no shows or cancelled patients to reschedule appointments (in an office without a PCC)Performs contact lens insertion and removal classes (I&R) and manages the contact lens trial inventoryPerforms end of day responsibilities to include opti-schedule wrap-up, end of day checklist, etc.Makes recommendations for efficiencies, processes, etc. which will deliver either quality, cost savings, and / or profitability improvements within the store and / or across the organizationPerforms other duties within the store as requested and as time allows",Full-Time,"Pagosa Springs, CO",https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default3-dda8ce02d819e5cf6b0502863c9fa6a8041345990c1dbcbcc5c1732b6731a5c1.png,#Patient Information Leaflet#Setting Appointments#Health Care,Doctor Assistant
https://www.careerbuilder.com/job/J3Q4R66DWFYCP7VND7G?ipath=CRJR21,Ajulia Executive Search,"Investor relationsCareersMedia Home Group Commitments Expertise Innovation Products Contact HomeCareersPlant Manager Job offer details 17 February 2015 Plant Manager United States - Watertown - General Management - Permanent Job description Albea is a global leader in cosmetic packaging with offices and manufacturing sites in Europe, Asia and Americas. Our teams work in a cross-functional way, using all kinds of competencies, our own and those of our suppliers and partners. Together the people of Albea make a strong, united and successful team of committed  professionals. Engaged in both daily work and with the fast changing world , the men and women  of Albea always strive for the optimal solution to every task at hand. Our vision ""Be the best global packaging company in the eyes of our people, customers and shareholders."" We have a great opportunity for a Plant Manager in our Watertown, CT site. MAIN ACCOUNTABILITIES Guarantees the increase of the operational result of the plant by improving the efficiency of the existing equipment, increasing the output, Continuous Improvement transformation and cost reduction. Guarantees the development of the business by understanding customers’ explicit or implicit needs to build the appropriate offer with the Sales Team. Guarantees the achievement of 0 accidents. Guarantees the achievement of monthly results : volume, stock, EBITDA. Guarantees the improvement of the reputation of the plant in the eyes of the customers by a reliable new product development process, and a continuous improvement of quality and SC indicators. Guarantees the engagement of the teams and the implementation of  a culture of change and Customer First. KEY CHALLENGES Management of immediate recovery if any deviation on results vs. budget : ability to find immediate actions and adjust the structure to the business if necessary Engagement of the teams: alignment on the objectives, commitment, culture, values. Management of employee/labor relations Launch of new products/process on time, in budget, with level expected of quality and efficiency Embrace Continuous Improvement culture and Lean to Win program. Successful long-term implementation of ERP system. KEY COMPETENCIES Leading Engagement-Seeing, respecting, and developing the talents of others to increase both individual motivation and organizational performance Focusing Customer Value -Striving to flexibly create customer value by continually learning about specific present and future needs, making compelling offerings and building loyal customer relationships Focusing on Results-Taking action readily with a pragmatic focus on finishing tasks, quickly making decisions and following through until results are achieved Leading Change -Engaging stakeholders in creating and implementing change processes by establishing urgency, effective communication, a common vision, and shared understanding as well as early wins, including role modeling the changes Setting Key Priorities-Deciding when to focus on which key short- and long-term issues to effectively spend own and others’ limited time for dealing with especially urgent or critical matters     Environment and scope of the position Albea Metal Americas is located in Watertown Connecticut and is a manufacturing facility for the Dispensing business group. This position reports directly to the EVP of Manufacturing. Main activities Lead the transformation of the business through employee engagement to achieve 3 year profit targets. Define the strategic objectives for the plant and build the operating agenda. Define and implement the appropriate organization. Build, manage and develop the team: performance evaluation, development of competencies, etc. Define the EHS policy and action plans for the plant and lead the EHS committee. Drive the management committee of the plant and set-up routines and governance. Take appropriate actions in case of deviation of the results.  Supervise Supply Chain process to meet lead time requirements and control the inventory. Implement a sustainable quality system and drive the quality organization. Define the continuous improvement priorities and drive the Lean to Win deployment. Manage the workforce : define the needs, adapt the workforce to the business, identify the needs of competencies. As a member of the cluster management committee, contributes to the strategy of the Cluster and bring support to other plants if needed. Desired profile A track record in plant management with experience in a manufacturing environment with fast moving environment and high standards and systems for quality and Continuous Improvement. Experience in a multi-national company with complex matrix organization Experience in metal stamping would be a plus Experience of plastic industry and/or cosmetic industry would be a plus. Experience Interacting with key customers.   Back to result Send your application  Attachments*Browse... Select your area *    Generate a new captcha What code is in the image? *  Enter the characters shown in the image.  Share with a friend BACK TO TOP Contact us Browse our catalog     
Think you're the perfect candidate?
Think you're the perfect candidate?",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default4-2f7ce52a07392fe81b1f18d06df6e62b632c9488b16d620bbc81654c18edb2fd.png,#Performance Appraisal#Employee Engagement#New Product Development#Cost Reduction#Matrix Management#Labor Relations,Plant Manager
https://www.careerbuilder.com/job/J3N4DR6NZC2MQP1R9PR?ipath=CRJR2,AEG Vision,"Doctor's Assistants work in conjunction with the doctors to perform activities involving patient care, pre-testing, post-exam duties, FDT testing and maintain the doctors appointment schedule in a manner that delivers a professional, pleasurable patient experience.
Think you're the perfect candidate?
Think you're the perfect candidate?Performs preliminary evaluation of patients prior to exam by the OD, such as dilation, topicals, diagnostic medications, etc.Perform verbal interview with patient prior to visit with OD to determine medical issues and reasons for their visit for communication to OD prior to appointmentAssists OD's to care for patients in a timely, effective manner, as closely to appointed schedule as possibleInstruct patients on medical care as prescribed by the doctor's treatment plan and schedules follow up appointments as neededDiscusses Lasik with patients and identifies patients interested in Lasik by reviewing patient information formsSchedules referral appointments with Ophthalmologists, Crown Diagnostic, Laser Center and completes appropriate paperworkRecords and maintains patient records / files in compliance with company, federal, and state policies (HIPAA)Respond to patient's telephone inquiries regarding medication, treatment, problems referring to the OD as necessaryIdentifies candidates for FDT testing per company standards of careCompletes proper coding of procedures for payment collectionParticipates in store meetings / projects as requestedEnsures that maximum OD utilization occurs thru pre-appointment confirmation, daily appointment confirmation, contacting patients from recall listings, partnership with the manager's outreach, etc. (in an office without a PCC)Calls all no shows or cancelled patients to reschedule appointments (in an office without a PCC)Performs contact lens insertion and removal classes (I&R) and manages the contact lens trial inventoryPerforms end of day responsibilities to include opti-schedule wrap-up, end of day checklist, etc.Makes recommendations for efficiencies, processes, etc. which will deliver either quality, cost savings, and / or profitability improvements within the store and / or across the organizationPerforms other duties within the store as requested and as time allows",Full-Time,"Pagosa Springs, CO",https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default5-8e8a7d2224a22a7f1fe290c8d9116f74cce0e7e9956afcdfbb765cb094b270f2.png,#Patient Information Leaflet#Setting Appointments#Health Care,Doctor Assistant
https://www.careerbuilder.com/job/J3M2036TRS3Y5WMQ908?ipath=CRJR26,CohnReznick LLP,"CohnReznick is looking for a skilled communicator to play a key role as an on our team. We believe in strengthening communities –internally and externally – through the work that we do, and communications are critical to our success. Here you will be a driving force for employee engagement, executive communication effectiveness, and fostering an inclusive and innovative culture. The serves as a writer, idea-generator, project manager, and lead editor for our firm-wide internal communications. You will work closely with the Corporate Marketing Director, Strategic Communications Senior Manager, and other members of our marketing team to produce, execute, and measure a variety of communication campaigns and tactics. The successful candidate will be someone who loves to write and edit, who can collaborate effectively with our People and Culture professionals, various industry teams, and top management within the firm (including our new CEO) to produce content for a variety of internal and external channels.[ Link removed ] -  Connect with us:[ Link removed ] - [ Link removed ] - [ Link removed ] - [ Link removed ] - [ Link removed ] -  #CB #LI-JG1 #GD #LI-Remote
Think you're the perfect candidate?
Think you're the perfect candidate?A skilled storyteller with experience using different mediums and channels to engage an internal audience?A critical thinker and creative self-starter?Adept at creating something yourself as well as elevating others’ efforts?Limitless career opportunities as you contribute to the growth of a leading professional services firmThe ability to impact our employees through various communications supporting innovation, technology, new business wins, leadership announcements, employee belonging programs, flexible work strategy, and executive communications from our CEO, Chief Innovation Officer, and other firm leaders  A team of professionals driven by a sense of purpose founded on creating opportunities for our people, making a difference for our clients, and strengthening our communitiesA network of 2,700 professionals committed to unsurpassed client service, a diverse and inclusive workplace, a meaningful work-life balance, and giving back to the communities in which we live and workA variety of potential career paths supported by strong professional development programs and resourcesA highly flexible work environment with competitive benefitsConnect meaning, purpose and engagement to all our internal and executive communicationsManage publication of weekly digital internal newsletter, including content development, management of review process, photo research, video creation, design, and distributionWrite and edit key corporate marketing communications including executive announcements, press releases, award/ranking submissions, internal news, and biosIdentify news, create corresponding content, and develop strategies to help us effectively share with both internal and external audiencesTest and develop new internal communication channels and mediaCurate and develop content for key executives’ social media profilesCollaborate with People & Culture team on key talent management, diversity & inclusion initiatives, learning and development, and talent acquisition initiativesProvide public relations support behind key new hires, business success stories, management changes, new office openings and M & A activities, etc.Write, edit, and post intranet contentCreate and maintain content calendarsTrack earned and paid media placementsProvide additional project management support to Corporate Marketing team as neededAt least 3-5 years of writing and communications experience, including internal communicationsExcellent conceptual thinking and writing ability (both long- and short-form content)Publication management experienceStrong interview and research skills to support story writingAbility to work with employees at all levels, including HR managers, D&I professionals, local and regional marketing managers, industry and service line subject matter experts, and C-suite executives Ability to work well independently and “manage up”Exceptional attention to detail and project management skillsStrong MS Office and digital media skillsExperience with video storytelling and social media management preferredMedia relations experience a plusYammer, SharePoint, Photoshop, InDesign (or similar) experience a plus",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default5-8e8a7d2224a22a7f1fe290c8d9116f74cce0e7e9956afcdfbb765cb094b270f2.png,#Internal Communications#Communication#Public Relations#Management#Marketing#Press Releases,Internal Communications Senior Specialist
https://www.careerbuilder.com/job/J2Y3LT71V1SB3MY41XX?ipath=CRJR39,VITESSE Recruiting & Staffing Inc.,"  
Think you're the perfect candidate?
Think you're the perfect candidate?",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default1-7df719a90b0e2258adfb41fbed2276da603bf1204f7b44d20bcd874c2e3f2c63.png,#Electronic Components#Market Trend#Revenue Growth#Engineering#Micro Electro Mechanical Systems (Mems)#Sales,Sr. Sales Manager
https://www.careerbuilder.com/job/J2V1C96HKPDY6KRK6H6?ipath=CRJR40,The CSI Companies,"The CSI Companies is seeking several experienced Remote Mortgage Loan Processors who have 2+ years’ experience processing 40-50 loans per month in a deadline-driven environment. Salary: $40,000 plus 375 per file funded uncapped commission potential (Processors are averaging $80,000-$100,000 but have potential to exceed this)**Processor Manager Positions are also available for those with management experience***Required Experience:• 2+ years’ experience Loan Processing• Average of 40-50 loans processed per month• Encompass (Preferred)• Excellent communication (Written & Verbal)• Great attention to detail• Ability to work independently• Act with a sense of urgency• Deadline drivenPerks:• Direct Hire• Work from home 100% of the time• Base salary plus commission• Bonus Challenge: earn up to $15K one-time bonus in the first 90 days• 90 Day Commission Guarantee!• Flexible Schedule! Pick any 8 hours to work per day• Equipment Supplied (Computer, Phone, Headset)• Exceptional Bonus Package• $200 per month stipend for household expensesKnow someone who might be interested? Respond directly to my email[ Email address blocked ] - About The CSI CompaniesAt The CSI Companies, we provide comprehensive staffing solutions to companies nationwide through our four specialty divisions: CSI Financial, CSI Healthcare IT, CSI Professional, and CSI Tech.In 2010, The CSI Companies became a part of Recruit Global Staffing, now RGF Staffing, active in Asia, Europe, North America, and Oceania. RGF Staffing, a part of Recruit Holdings#COVID-19 #Remote #Hiring #hiringnow #readytohire #career #mortgage #nowhiring #mortgagejobs #mortgageprocessor #Loanprocessors #hiringremote #remotework #readytowork #readytohire 
Think you're the perfect candidate?
Think you're the perfect candidate?Submit mortgage loan application files for underwriting approvalApproving and closing mortgage loansValidating and closing of mortgage loan filesAnalyzing and processing mortgage loan transactionsPrepare loan files for residential mortgage applicationsCompile application information for mortgage loansProcessing and completing mortgage loan applicationsPrepare necessary documents and submit mortgage loan application filesPrepare necessary documents and submit mortgage loan application files for underwriting approvalWork closely with mortgage loan officerFacilitate the loan processing functions for mortgage and consumer loansProcessing 1st mortgage loansPrepare and move mortgage loans to closingProcess mortgage loan files and documentation from application through final approvalProcess and close mortgage loan requestsGarner approval on all first mortgage loansSubmit loan to underwriting for approvalEnter loan information into various mortgage related systemsSubmit accurate loan files to underwriting for approvalPreparing all documentation relative to the mortgage loan closing by utilizing the bank's mortgage processing system",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default4-2f7ce52a07392fe81b1f18d06df6e62b632c9488b16d620bbc81654c18edb2fd.png,#Encompass#Finance#Loan Servicing#Loans#Mortgage Loans#Underwriting,Mortgage Loan Processor
https://www.careerbuilder.com/job/J3R2BK78KLD3JSZFHK3?ipath=CRJR38,Jefferson Frank,"DevSecOps Engineer - AWS - Remote - 100KLooking to bring on additional DevOps/SREs for an exciting saas startup. This is a great opportunity to showcase your security expertise and work directly with a team of highly skilled SREs.The ideal candidate should have:This is a full time, fully remote position at a growing saas company with ample opportunities for future advancement.To apply please email me directly at [ Email address blocked ] - 
Think you're the perfect candidate?
Think you're the perfect candidate?Strong Cloud DevOps/ SRE experienceHands on experience in AWSExperience with Iac ideally with terraform or cloudformationCI/CD development experience is a plusExperience with SOC 2 compliance is a plus",Full-Time,"Bend, GA",https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default4-2f7ce52a07392fe81b1f18d06df6e62b632c9488b16d620bbc81654c18edb2fd.png,#Chemical Ionization#Dev Ops#Terraform#Amazon Web Services#Cloudformation,DevOps Engineer or SRE - AWS - Remote - $100K
https://www.careerbuilder.com/job/JD77SK78DSFDL0PYGSP?ipath=CRJR36,Managed Care Staffers,"
Think you're the perfect candidate?
Think you're the perfect candidate?",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default2-bd8c6d17bb86a865779a69ea7731fd5bb86183b048a23de8a664038f54eba104.png,#Cpt Coding#Ez Cap#Hmo#Medicaid#Medical Claims#Medicare,HMO Medical Claims Examiners Needed (Remote Work From Home Positions)
https://www.careerbuilder.com/job/JDF44578MN7YYHBJD6R?ipath=CRJR35,Balance Staffing,"
Think you're the perfect candidate?
Think you're the perfect candidate?",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default3-dda8ce02d819e5cf6b0502863c9fa6a8041345990c1dbcbcc5c1732b6731a5c1.png,#Customer Care#Customer Service#Explain Benefit#Health Insurance,Customer Service Representative / Licensed Agent
https://www.careerbuilder.com/job/J2N1R077QVTZRM7Z174?ipath=CRJR34,Balance Staffing,"
Think you're the perfect candidate?
Think you're the perfect candidate?",Full-Time, GA,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default1-7df719a90b0e2258adfb41fbed2276da603bf1204f7b44d20bcd874c2e3f2c63.png,#Customer Service#Explain Benefit,Licensed Health Insurance Customer Service Agents
https://www.careerbuilder.com/job/J3M7ZW6DS7W1B1F3HVD?ipath=CRJR33,Vaco Resources,"This role is a contract position for a Business Analyst (BA) experienced inimplementation of Enterprise Resource Planning (ERP) platforms, specifically with MicrosoftDynamics 365 Business Central (D365 BC). The merging companies have significant overlapping business practices with one another and the acquired entity is nearing completion of a migration from itscurrent accounting platform to D365 BC. The acquiring company plans to migrate its current accounting practicesto D365 BC as well, subsequent to the first phase completion of the legacy acquisition activities. This BA role will assist in final stages of the acquisition migration, learning and documenting businesspractices specific to the legal industry and how D365 BC has been implemented to manage businessprocesses. The BA role will then be responsible for documenting and analyzing differences betweenboth comapnies' practices and the D365 BC implementation, recommending adjustments to both theplatform implementation and business practices, to help in guiding the acquiring company through the transition.The position will be a key interface with the organization and its Microsoft implementation partner,working to develop specifications and processes with implementation consultants, developers, andinternal resources (including finance, operations, technology and executives). The effort is expectedachieve full implementation during late Q2 of 2021.ROLES AND RESPONSIBILITIESEssential Job DutiesNecessary SkillsQUALIFICATIONS AND EDUCATION REQUIREMENTS
Think you're the perfect candidate?
Think you're the perfect candidate?Document existing business processes in financial and operational areas that will interfacewith D365 BCDocument requirements and translate business processes for D365 implementationMap external data sources into functional system specifications for implementationPropose and assist with design and implementation of workflows in D365 BC, Flow, PowerAutomate and associated toolsAssist with system testing and outcome analysisMaintain project documentation and associated artifactsStrong history of system implementation with Microsoft ERP platforms, specifically includingDynamics 365 Business CentralExtensive experiences working in diverse industries to document, analyze, and evolvebusiness processes to adapt to new platforms during system implementation.Ability to work with multiple stakeholders in the organization and with implementationpartnerUnderstanding of C/AL and AL development practices applied to D365 BCExperience with applicable Business Intelligence platform for reporting and data analysis(prefer Microsoft Power BI experience specifically)Strong understanding of data capture, normalization, transformation and managementpractices for automating data feeds into, and out of, ERP systemsKnowledge of 3rd-party App environment for D365 BC and experience integrating Apps intoD365 BC tenants.Excellent communication skills, attention to detail, timeliness and team-focus that facilitatesuccess in a remote working environmentAssociate, Bachelor's or equivalent experience in relevant areaApplicable Microsoft certifications encouragedMinimum of ten years' experience in Microsoft ERP system implementation (Dynamics NAVand Dynamics BC, in particular) in enterprise environments",Contractor,"REMOTE, GA",https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default5-8e8a7d2224a22a7f1fe290c8d9116f74cce0e7e9956afcdfbb765cb094b270f2.png,#Enterprise Resource Planning#Microsoft Dynamics Nav#Microsoft Dynamics#Management#Analysis#Finance,D365 Business Analyst
