Company,Description,Jobtype,Location,Logo,Merges,Skill,Title,CoIndustry,CoWebsite
Interim HealthCare,"Get similar jobs sent to your emailGet similar jobs sent to your emailAre members of the interdisciplinary team who provide hands-on personal care, report changes in the client’s condition, perform simple procedures as an extension of therapy or nursing services, and provide incidental/instrumental activities of daily living to clients in the home setting as evaluated/delegated and as permitted by the policies and procedures of Interim HealthCare and any other federal, state and local law or regulation.This job description for a Personal Care Aide may be used  in the following situations: 
Help us improve CareerBuilder by providing feedback about this job:Job ID: 433399
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default3-dda8ce02d819e5cf6b0502863c9fa6a8041345990c1dbcbcc5c1732b6731a5c1.png,https://www.careerbuilder.com/company/interim-healthcare/CHS3CG6N5TLVCG6QVDS,#Licensed Practical Nurse#Personal Care#Nursing#Socialization#Licensed Vocational Nurses#Registered Nurse Certified,Personal Care Aide,Healthcare - Health Services,https://www.careerbuilder.com/job/J3M33J6SG4VJN60NBP7?ipath=CRJR20
Interim HealthCare,"Get similar jobs sent to your emailGet similar jobs sent to your emailThe Registered Nurse (RN) provides services and/or treatments requiring substantial and specialized nursing skill and provides effective and efficient patient care in accordance with applicable law and regulations, accepted standards of nursing practice, payor requirements and Interim HealthCare policies and procedures. 
Help us improve CareerBuilder by providing feedback about this job:Job ID: 435731
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default3-dda8ce02d819e5cf6b0502863c9fa6a8041345990c1dbcbcc5c1732b6731a5c1.png,https://www.careerbuilder.com/company/interim-healthcare/CHS3CG6N5TLVCG6QVDS,#Caregiving#Health Care#Nursing#Scheduling#Registered Nurse Certified#Decision Making,Home Health Registered Nurse,Healthcare - Health Services,https://www.careerbuilder.com/job/J3M33J6SG4VJN60NBP7?ipath=CRJR20
Interim HealthCare,"Get similar jobs sent to your emailGet similar jobs sent to your emailWe have an immediate need to cover multiple shifts on a case in Richford, NY.   Client is a male and has been with us for several years.  The pay for this case will be $15/hour.  Potential employees will have the option to meet with the client prior to signing on with us.  Must be PCA or HHA certified.
Help us improve CareerBuilder by providing feedback about this job:Job ID: 433873
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default2-bd8c6d17bb86a865779a69ea7731fd5bb86183b048a23de8a664038f54eba104.png,https://www.careerbuilder.com/company/interim-healthcare/CHS3CG6N5TLVCG6QVDS,#Washing#Cleaning#Long Term Care#Caregiving#Bed Making#Personal Grooming,Personal Care Aide,Healthcare - Health Services,https://www.careerbuilder.com/job/J3M33J6SG4VJN60NBP7?ipath=CRJR20
Interim HealthCare,"Get similar jobs sent to your emailGet similar jobs sent to your emailAre members of the interdisciplinary team who provide hands-on personal care, report changes in the client’s condition, perform simple procedures as an extension of therapy or nursing services, and provide incidental/instrumental activities of daily living to clients in the home setting as evaluated/delegated and as permitted by the policies and procedures of Interim HealthCare and any other federal, state and local law or regulation.This job description for a Personal Care Aide may be used  in the following situations: 
Help us improve CareerBuilder by providing feedback about this job:Job ID: 433399
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default2-bd8c6d17bb86a865779a69ea7731fd5bb86183b048a23de8a664038f54eba104.png,https://www.careerbuilder.com/company/interim-healthcare/CHS3CG6N5TLVCG6QVDS,#Licensed Practical Nurse#Personal Care#Nursing#Socialization#Licensed Vocational Nurses#Registered Nurse Certified,Personal Care Aide,Healthcare - Health Services,https://www.careerbuilder.com/job/J3M33J6SG4VJN60NBP7?ipath=CRJR20
Interim HealthCare,"Get similar jobs sent to your emailGet similar jobs sent to your email is looking for a  to join our growing team to attend school with a child for Fall 2020. Due to the ever changing school structures, home-bound care will also be provided. Allowing for 5 days a week coverage.Full Time | Monday through Friday | 8 AM to 2:30 PM | Scranton, pa $25.00 / hour
Help us improve CareerBuilder by providing feedback about this job:Job ID: 452019
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default2-bd8c6d17bb86a865779a69ea7731fd5bb86183b048a23de8a664038f54eba104.png,https://www.careerbuilder.com/company/interim-healthcare/CHS3CG6N5TLVCG6QVDS,#Clinical Works#Home Care#Licensed Practical Nurse#Long Term Care#Emergency Handling#Diseases And Disorders,Licensed Practical Nurse (LPN) | School Setting,Healthcare - Health Services,https://www.careerbuilder.com/job/J3M33J6SG4VJN60NBP7?ipath=CRJR20
Interim HealthCare,"Get similar jobs sent to your emailGet similar jobs sent to your emailProvides effective and efficient patient care under the supervision of a registered nurse and in accordance with the patient’s plan of care, applicable law and regulation, accepted standards of nursing practice, payor requirements and Interim HealthCare policies and procedures.
Help us improve CareerBuilder by providing feedback about this job:Job ID: 437922
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Part-Time,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default2-bd8c6d17bb86a865779a69ea7731fd5bb86183b048a23de8a664038f54eba104.png,https://www.careerbuilder.com/company/interim-healthcare/CHS3CG6N5TLVCG6QVDS,#Licensed Practical Nurse#Licensed Vocational Nurses#Registered Nurse Certified#Nursing#Scheduling#Training,Licensed Practical/Vocational Nurse,Healthcare - Health Services,https://www.careerbuilder.com/job/J3M33J6SG4VJN60NBP7?ipath=CRJR20
Interim HealthCare,"Get similar jobs sent to your emailGet similar jobs sent to your emailTo provide personal care and incidental activities of daily living to clients in the home setting as permitted by federal and state law and regulations. 
Help us improve CareerBuilder by providing feedback about this job:Job ID: 444757
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Part-Time,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default5-8e8a7d2224a22a7f1fe290c8d9116f74cce0e7e9956afcdfbb765cb094b270f2.png,https://www.careerbuilder.com/company/interim-healthcare/CHS3CG6N5TLVCG6QVDS,#Infection Control#Personal Care#Insurance#Intake#Health Care#Debits And Credits,Care Aide,Healthcare - Health Services,https://www.careerbuilder.com/job/J3M33J6SG4VJN60NBP7?ipath=CRJR20
Interim HealthCare,"Get similar jobs sent to your emailGet similar jobs sent to your emailWe have an immediate need to cover multiple shifts on a case in Richford, NY.   Client is a male and has been with us for several years.  The pay for this case will be $15/hour.  Potential employees will have the option to meet with the client prior to signing on with us.  Must be PCA or HHA certified.
Help us improve CareerBuilder by providing feedback about this job:Job ID: 433873
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://d1d8tdgb57avhs.cloudfront.net/assets/us/company_hero/default2-bd8c6d17bb86a865779a69ea7731fd5bb86183b048a23de8a664038f54eba104.png,https://www.careerbuilder.com/company/interim-healthcare/CHS3CG6N5TLVCG6QVDS,#Washing#Cleaning#Long Term Care#Caregiving#Bed Making#Personal Grooming,Personal Care Aide,Healthcare - Health Services,https://www.careerbuilder.com/job/J3M33J6SG4VJN60NBP7?ipath=CRJR20
Core Group Resources,"Get similar jobs sent to your emailGet similar jobs sent to your email  Field Hydrographer  Work from HomeThe successful candidate will have 3+ years’ experience conducting and or supervising hydrographic projects. 
Help us improve CareerBuilder by providing feedback about this job:Job ID: 2601
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://www.careerbuilder.com/cdn/optimized/us-production/9b01091c3f2ae7cf645f1e161a97996f.jpg,https://www.careerbuilder.com/company/core-group-resources/C2Z6BW6TFN1JG0ZW2SF,#Geographic Information Systems#Hydrography#Auto Cad,Field Hydrographer,TX - Houston,https://www.careerbuilder.com/job/J3T8BZ687CSZ5H2W7P5?ipath=CRJR25
Core Group Resources,"Get similar jobs sent to your emailGet similar jobs sent to your email  Field Hydrographer  Work from HomeThe successful candidate will have 3+ years’ experience conducting and or supervising hydrographic projects. 
Help us improve CareerBuilder by providing feedback about this job:Job ID: 2601
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://www.careerbuilder.com/cdn/optimized/us-production/9b01091c3f2ae7cf645f1e161a97996f.jpg,https://www.careerbuilder.com/company/core-group-resources/C2Z6BW6TFN1JG0ZW2SF,#Geographic Information Systems#Hydrography#Auto Cad,Field Hydrographer,TX - Houston,https://www.careerbuilder.com/job/J3T8BZ687CSZ5H2W7P5?ipath=CRJR25
Core Group Resources,"Get similar jobs sent to your emailGet similar jobs sent to your emailCore Group Resources (www.coregroupresources.com) is the Americas leading maritime & offshore recruitment company. Founded by a licensed mariner who has offshore experience, Core Group Resources expertise is unmatched in the marine offshore market for executive search, staffing, and expertise identification. For more information contact us  Geophysical Field Project Manager Field / Remote / OfficeThe successful candidate will have five plus years of marine survey experience along with Project Management / Party Chief experience. The job requires you to plan field survey projects, manage the field survey logistics and manage the field surveyors during the project.  They will also be able to provide QA/QC of collected data.  The selected candidate will not require relocation and can work from home or in the office during planning and future data processing phase.  #LI-ND1
For more information please contact Neal Duncan!
[ Email address blocked ] - 
Help us improve CareerBuilder by providing feedback about this job:Job ID: 2542
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://www.careerbuilder.com/cdn/optimized/us-production/9b01091c3f2ae7cf645f1e161a97996f.jpg,https://www.careerbuilder.com/company/core-group-resources/C2Z6BW6TFN1JG0ZW2SF,#Oceanography#Geophysics#Geology#Product Quality Assurance#Software Quality Assurance (Sqa),Geophysical Field Project Manager,TX - Houston,https://www.careerbuilder.com/job/J3T8BZ687CSZ5H2W7P5?ipath=CRJR25
Core Group Resources,"Get similar jobs sent to your emailGet similar jobs sent to your emailCore Group Resources (www.coregroupresources.com) is the Americas leading maritime & offshore recruitment company. Founded by a licensed mariner who has offshore experience, Core Group Resources expertise is unmatched in the marine offshore market for executive search, staffing, and expertise identification. For more information contact us  Geophysical Field Project Manager Field / Remote / OfficeThe successful candidate will have five plus years of marine survey experience along with Project Management / Party Chief experience. The job requires you to plan field survey projects, manage the field survey logistics and manage the field surveyors during the project.  They will also be able to provide QA/QC of collected data.  The selected candidate will not require relocation and can work from home or in the office during planning and future data processing phase.  #LI-ND1
For more information please contact Neal Duncan!
[ Email address blocked ] - 
Help us improve CareerBuilder by providing feedback about this job:Job ID: 2542
For your,
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder
for use of our website. To use our website, you must agree with the
and both meet and comply with their provisions.",Full-Time,Work From Home,https://www.careerbuilder.com/cdn/optimized/us-production/9b01091c3f2ae7cf645f1e161a97996f.jpg,https://www.careerbuilder.com/company/core-group-resources/C2Z6BW6TFN1JG0ZW2SF,#Oceanography#Geophysics#Geology#Product Quality Assurance#Software Quality Assurance (Sqa),Geophysical Field Project Manager,TX - Houston,https://www.careerbuilder.com/job/J3T8BZ687CSZ5H2W7P5?ipath=CRJR25
